Policy_ID,Date,Product_Type,Region,Policy_Status,Customer_Segment,Distribution_Channel,Policy_Tenure_Months,Renewal_Count,Written_Premium,Sum_Insured,Claim_Count,Claim_Amount,Total_Expense,Fraud_Flag,Insurance_Risk,Market_Risk,Credit_Risk,Operational_Risk,Catastrophe_Risk,Anomaly_Flag,Season_Flag,Capital_Reserve
POL10925,01/11/2022,Motor,South,Lapsed,SME,Agent,12,1,22631.89,230990.02,3,20348.33,7396.1,0,9,5,3,1,2,0,Winter,500000000
POL10923,01/11/2022,Health,Central,Active,SME,Online,18,1,23064.68,437159.07,1,15040.48,4179.32,0,10,5,2,1,2,0,Winter,500000000
POL10924,01/11/2022,Motor,West,Active,Individual,Agent,72,2,10200.79,85196.8,2,8932.83,2983.73,0,6,3,1,5,2,0,Winter,500000000
POL10922,01/11/2022,Health,East,Active,SME,Bancassurance,33,2,22610.73,448764.57,2,20989.54,4137.76,0,4,5,1,3,1,0,Winter,500000000
POL10918,01/11/2022,Health,South,Active,Individual,Online,7,0,14443.5,151888.21,0,0,2793.37,0,6,4,3,7,2,0,Winter,500000000
POL10908,01/11/2022,Motor,East,Active,SME,Agent,22,1,17730.14,194445,1,10407.59,5475.07,0,9,7,1,4,3,0,Winter,500000000
POL10916,01/11/2022,Health,East,Active,Individual,Online,12,1,18075.93,270206.06,3,13753.98,4101.43,0,5,5,6,4,1,0,Winter,500000000
POL10915,01/11/2022,Health,North,Active,Individual,Bancassurance,1,0,18576.04,271160.3,1,16512.24,4359.8,0,10,7,4,5,1,0,Winter,500000000
POL10914,01/11/2022,Motor,Central,Active,Individual,Online,1,0,11909.3,99014.78,2,12383.29,2737.95,0,4,6,3,7,4,0,Winter,500000000
POL10913,01/11/2022,Motor,West,Lapsed,Corporate,Bancassurance,3,0,36270.13,425235.53,0,0,9009.5,0,5,6,1,2,1,0,Winter,500000000
POL10912,01/11/2022,Marine,Central,Active,Individual,Online,21,1,49446.26,1953083.69,1,27299.28,8934.94,0,4,3,4,5,6,0,Winter,500000000
POL10911,01/11/2022,Property,North,Active,Individual,Bancassurance,29,2,35042.33,762420.31,2,22984.26,7926.58,0,2,7,4,6,8,0,Winter,500000000
POL10910,01/11/2022,Health,East,Lapsed,Individual,Direct,1,0,18666.12,246656.74,2,18919.98,4308.14,0,7,5,5,7,2,0,Winter,500000000
POL10909,01/11/2022,Health,Central,Active,Individual,Direct,16,1,18177.26,191433.74,0,0,3133.76,0,5,2,5,3,1,0,Winter,500000000
POL10926,01/11/2022,Motor,North,Active,SME,Agent,4,0,13812.06,194321.29,1,9846.62,4494.44,0,8,2,2,4,3,0,Winter,500000000
POL10917,01/11/2022,Travel,South,Renewed,Individual,Bancassurance,6,0,3758.11,337919.89,1,1925.28,1060.16,0,4,6,1,3,1,0,Winter,500000000
POL10927,01/11/2022,Health,Central,Active,SME,Agent,1,0,34859.55,644937.87,1,27190.45,12657.5,0,8,6,7,2,3,0,Winter,500000000
POL10938,01/11/2022,Motor,North,Renewed,Individual,Direct,20,0,14009.88,201476.25,0,0,3739.24,0,5,2,3,7,1,0,Winter,500000000
POL10929,01/11/2022,Health,South,Active,Individual,Direct,9,0,21281.1,215967.38,2,18518.81,4039.15,0,7,6,5,4,2,0,Winter,500000000
POL10907,01/11/2022,Health,East,Active,Individual,Agent,35,0,15336.43,217292.78,3,13267.55,4653.07,0,7,1,1,4,2,0,Winter,500000000
POL10948,01/11/2022,Fire,North,Renewed,Individual,Direct,2,0,48289.98,2881991.36,2,32503.99,8764.63,0,4,3,6,4,4,0,Winter,500000000
POL10947,01/11/2022,Motor,East,Active,SME,Agent,1,0,15373.25,140803.56,0,0,4891.77,0,10,5,1,2,3,0,Winter,500000000
POL10946,01/11/2022,Fire,North,Active,Individual,Online,2,0,34637.89,1779564.26,2,23668.07,6744,0,3,8,6,5,5,0,Winter,500000000
POL10945,01/11/2022,Property,South,Active,Individual,Agent,3,0,27551.11,674833.85,1,21035.27,7989.82,0,7,9,6,1,7,0,Winter,500000000
POL10944,01/11/2022,Property,Central,Renewed,SME,Agent,20,1,44450.55,1111763.16,2,34822.56,13735.22,0,3,3,3,5,8,0,Winter,500000000
POL10943,01/11/2022,Travel,Central,Active,Individual,Direct,3,0,4712.75,439024.23,1,2563.26,980.25,0,3,1,3,3,2,0,Winter,500000000
POL10942,01/11/2022,Motor,South,Lapsed,Individual,Agent,7,0,14517.65,206141.43,2,12946.84,4141.89,0,7,3,4,5,2,0,Winter,500000000
POL10941,01/11/2022,Motor,North,Lapsed,Corporate,Direct,20,1,44287.62,663328.91,0,0,8047.06,0,7,1,5,1,2,0,Winter,500000000
POL10940,01/11/2022,Motor,West,Lapsed,Corporate,Agent,10,0,32385.33,296338.21,0,0,9935.82,0,4,6,5,7,1,0,Winter,500000000
POL10939,01/11/2022,Motor,Central,Active,Individual,Bancassurance,4,0,10480.47,104647.06,1,8602.37,2415.75,0,8,3,2,3,1,0,Winter,500000000
POL10937,01/11/2022,Motor,Central,Lapsed,Individual,Direct,9,0,18117.41,224954.7,0,0,4282.96,0,7,3,4,5,1,0,Winter,500000000
POL10936,01/11/2022,Health,North,Active,SME,Bancassurance,72,4,18487.07,288005.69,1,15861.91,5113.52,0,7,6,4,3,1,0,Winter,500000000
POL10935,01/11/2022,Health,West,Active,Corporate,Agent,22,1,46377.88,647468.53,1,41869.95,12359.71,0,9,3,5,4,1,0,Winter,500000000
POL10934,01/11/2022,Health,South,Active,SME,Agent,10,0,24225.41,352260.12,2,23360.56,7432.36,0,4,2,7,3,1,0,Winter,500000000
POL10933,01/11/2022,Property,West,Active,SME,Agent,64,2,44755.83,1531658.19,1,37899.24,11900.58,0,3,7,1,1,8,0,Winter,500000000
POL10932,01/11/2022,Health,South,Cancelled,Individual,Agent,6,0,18986.36,253235.28,1,17328.85,5701.6,0,8,4,5,4,3,0,Winter,500000000
POL10931,01/11/2022,Motor,West,Active,Individual,Agent,9,0,15816.22,227721.73,2,12752.62,4907.77,0,7,3,3,4,4,0,Winter,500000000
POL10930,01/11/2022,Motor,Central,Active,SME,Online,49,2,21755.78,325230.66,1,15574.96,5499.86,0,6,5,5,1,2,0,Winter,500000000
POL10928,01/11/2022,Fire,South,Renewed,Individual,Bancassurance,11,0,21077.26,1238922.5,0,0,6826.92,0,5,3,4,5,6,0,Winter,500000000
POL10906,01/11/2022,Health,East,Active,SME,Agent,1,0,38512.17,408916.19,1,36170.63,11380.35,0,8,2,3,6,1,0,Winter,500000000
POL10902,01/11/2022,Fire,East,Renewed,Corporate,Agent,9,0,95619.98,4415791.15,1,56234.11,27299.5,0,7,3,4,8,8,0,Winter,500000000
POL10904,01/11/2022,Fire,East,Active,SME,Bancassurance,16,0,69727.37,2840459.88,1,50378.02,19119.24,0,5,3,4,5,8,0,Winter,500000000
POL10880,01/11/2022,Health,East,Renewed,Individual,Agent,18,0,23813.27,400161.91,1,20812.8,6019.99,0,7,5,5,2,1,0,Winter,500000000
POL10879,01/11/2022,Travel,East,Active,SME,Agent,4,0,6578.06,407242.99,1,4756.6,1993.81,0,6,3,2,1,2,0,Winter,500000000
POL10878,01/11/2022,Travel,South,Active,Individual,Bancassurance,1,0,4688.47,370025.25,0,0,1091.48,0,5,1,6,3,2,0,Winter,500000000
POL10877,01/11/2022,Property,Central,Active,Individual,Direct,6,0,28915.36,726249.63,0,0,5554.64,0,6,7,2,4,6,0,Winter,500000000
POL10876,01/11/2022,Marine,East,Active,Individual,Bancassurance,5,0,43094.05,1542894.34,1,26308.92,10372.74,0,4,10,8,1,5,0,Winter,500000000
POL10875,01/11/2022,Property,Central,Active,Individual,Bancassurance,19,1,35569.01,945357.17,1,24258.06,9009.63,0,2,6,5,2,6,0,Winter,500000000
POL10874,01/11/2022,Motor,East,Lapsed,Individual,Bancassurance,20,1,15227.06,167313.26,1,11989.79,4004.72,0,4,1,2,4,2,0,Winter,500000000
POL10873,01/11/2022,Travel,North,Active,Individual,Agent,4,0,4923.88,414423.18,1,2694.35,1468.3,0,4,4,3,3,4,0,Winter,500000000
POL10881,01/11/2022,Health,East,Active,Individual,Direct,4,0,13437.56,261884.18,2,14246.5,2518.2,0,6,6,1,7,3,0,Winter,500000000
POL10872,01/11/2022,Fire,South,Active,Individual,Direct,10,0,53630.85,2375491.19,0,0,11171.31,0,4,5,6,7,9,0,Winter,500000000
POL10870,01/11/2022,Health,Central,Active,Corporate,Agent,6,0,37758.07,550140.88,1,31629.94,14147.95,0,8,1,4,4,2,0,Winter,500000000
POL10869,01/11/2022,Health,Central,Lapsed,Individual,Agent,1,0,23676.11,285174.47,0,0,8407.39,0,8,4,6,6,3,0,Winter,500000000
POL10868,01/11/2022,Health,South,Cancelled,SME,Agent,22,1,20079.43,247858.2,0,0,6282.85,0,6,2,3,2,2,0,Winter,500000000
POL10867,01/11/2022,Fire,South,Active,SME,Online,18,0,78483.93,4658444.59,1,46705.79,16167.69,0,6,4,7,4,5,0,Winter,500000000
POL10866,01/11/2022,Fire,East,Renewed,Individual,Agent,37,0,13945.9,732674.43,0,0,3798.86,0,5,5,2,7,6,0,Winter,500000000
POL10865,01/11/2022,Health,West,Active,Individual,Agent,17,1,19089.87,195762.69,0,0,5163.81,0,8,4,3,7,1,0,Winter,500000000
POL10864,01/11/2022,Fire,South,Cancelled,SME,Agent,9,0,53065.82,2637158.57,0,0,19077.16,0,3,1,1,6,9,0,Winter,500000000
POL10905,01/11/2022,Motor,North,Active,Individual,Online,31,0,9993.67,98418.77,1,8385.69,1329.16,0,9,3,1,4,2,0,Winter,500000000
POL10871,01/11/2022,Health,North,Cancelled,Individual,Bancassurance,8,0,14658.01,161756.12,2,11468.43,3723.13,0,9,3,7,3,3,0,Winter,500000000
POL10882,01/11/2022,Property,East,Renewed,Individual,Online,26,2,36534.48,1245814.54,0,0,5600.74,0,1,4,2,2,5,0,Winter,500000000
POL10863,01/11/2022,Motor,Central,Active,Individual,Bancassurance,61,1,20098.28,273475.52,3,11773.57,6063.65,0,8,2,2,2,2,0,Winter,500000000
POL10884,01/11/2022,Health,East,Active,Individual,Agent,1,0,11723.52,200069,3,9582.81,3197,0,10,2,3,2,1,0,Winter,500000000
POL10883,01/11/2022,Health,East,Lapsed,Individual,Agent,12,1,14801.9,281442.25,0,0,4291.07,0,7,5,5,4,1,0,Winter,500000000
POL10901,01/11/2022,Property,South,Active,Individual,Bancassurance,1,0,22660.57,651724.87,0,0,6659.94,0,8,1,3,6,6,0,Winter,500000000
POL10900,01/11/2022,Motor,South,Active,Individual,Bancassurance,4,0,12830.11,142169.54,1,11316.16,3374.32,0,7,5,3,4,3,0,Winter,500000000
POL10899,01/11/2022,Fire,West,Cancelled,Individual,Online,17,1,39812.96,2377223.2,1,23135.31,7783.43,0,6,3,6,7,5,0,Winter,500000000
POL10898,01/11/2022,Motor,South,Active,Corporate,Online,13,1,26070.75,368865.71,2,22201.85,4160.89,0,2,6,2,2,1,0,Winter,500000000
POL10897,01/11/2022,Health,South,Active,Individual,Agent,48,4,17099.54,292161.6,0,0,5198.26,0,6,7,6,6,1,0,Winter,500000000
POL10896,01/11/2022,Health,South,Renewed,Corporate,Agent,18,1,22946.3,335909.51,0,0,7849.93,0,8,5,4,4,1,0,Winter,500000000
POL10895,01/11/2022,Health,North,Active,SME,Direct,16,1,33698.16,363230.37,0,0,7390.01,0,4,2,3,8,1,0,Winter,500000000
POL10894,01/11/2022,Health,East,Lapsed,Corporate,Bancassurance,9,0,40892.24,637676.21,5,39219.75,10443.88,0,3,4,6,6,1,0,Winter,500000000
POL10903,01/11/2022,Health,South,Active,Corporate,Direct,7,0,39739.88,750675.56,1,31668.71,9557.44,0,4,4,1,3,3,0,Winter,500000000
POL10892,01/11/2022,Health,East,Active,SME,Agent,4,0,20106.43,321621.58,3,19440.91,5499.11,0,4,5,4,3,1,0,Winter,500000000
POL10891,01/11/2022,Health,West,Active,SME,Direct,72,6,24973.38,329139.89,0,0,4887.29,0,8,5,7,4,1,0,Winter,500000000
POL10890,01/11/2022,Health,South,Active,Individual,Direct,2,0,21043.86,260051.92,1,20947.06,4614.92,0,5,2,6,2,1,0,Winter,500000000
POL10889,01/11/2022,Motor,North,Lapsed,Corporate,Agent,22,1,23910.27,341847.44,3,15921.85,6307.53,0,4,5,1,1,3,0,Winter,500000000
POL10888,01/11/2022,Motor,Central,Renewed,Individual,Direct,4,0,17454.37,246792.06,0,0,3216.84,0,2,4,1,3,1,0,Winter,500000000
POL10887,01/11/2022,Motor,West,Active,Individual,Direct,5,0,15134.99,213146,2,13789.49,2886.24,0,6,5,3,6,2,0,Winter,500000000
POL10886,01/11/2022,Travel,West,Active,Individual,Agent,21,1,4468.61,380362.22,0,0,1513.97,0,5,4,5,4,1,0,Winter,500000000
POL10893,01/11/2022,Motor,South,Active,Corporate,Agent,42,0,24055.72,297919.41,0,0,6807.77,0,10,7,3,8,3,0,Winter,500000000
POL10885,01/11/2022,Property,South,Active,Individual,Online,5,0,33985.11,1221710.31,0,0,6997.53,0,6,3,2,3,5,0,Winter,500000000
POL11003,01/12/2022,Motor,East,Cancelled,Individual,Agent,11,0,11567.14,132492.48,0,0,3405.37,0,5,6,4,5,4,0,Winter,500000000
POL11004,01/12/2022,Fire,North,Renewed,Individual,Direct,5,0,58841.54,2343000.06,1,39223.77,12274.35,0,6,2,1,4,7,0,Winter,500000000
POL11008,01/12/2022,Fire,Central,Cancelled,SME,Agent,14,1,45493.23,2113818.36,2,26622.64,13461.45,0,5,3,4,8,2,0,Winter,500000000
POL11006,01/12/2022,Travel,East,Lapsed,SME,Agent,25,1,6820.07,607254.89,0,0,1633.41,0,7,1,2,5,1,0,Winter,500000000
POL11007,01/12/2022,Health,West,Active,Individual,Online,25,1,23828.41,401351.74,3,21991.24,2859.41,0,10,1,2,3,1,0,Winter,500000000
POL11009,01/12/2022,Property,West,Active,Individual,Agent,27,1,40283.61,1441802.22,0,0,14316.79,0,7,2,3,1,5,0,Winter,500000000
POL11005,01/12/2022,Motor,Central,Active,SME,Agent,13,1,23514.55,271779.74,4,21692.17,6196.08,0,5,1,2,3,1,0,Winter,500000000
POL11002,01/12/2022,Motor,South,Renewed,SME,Online,19,1,17440.95,173022.09,1,10672.12,3693.99,0,7,1,3,7,2,0,Winter,500000000
POL10998,01/12/2022,Motor,West,Renewed,Individual,Agent,44,2,16637.43,159978.6,1,13354.87,5147.62,0,5,2,2,5,3,0,Winter,500000000
POL11000,01/12/2022,Health,North,Active,Individual,Bancassurance,16,1,19766.34,311038.4,4,17637.51,5283.54,0,7,6,3,1,2,0,Winter,500000000
POL10999,01/12/2022,Fire,North,Active,SME,Agent,6,0,67856.21,2743398.64,1,44445.82,19861.51,0,8,3,3,8,5,0,Winter,500000000
POL10997,01/12/2022,Fire,Central,Active,SME,Online,7,0,48271.46,1779170.73,1,36005.68,9514.3,0,3,7,3,5,6,0,Winter,500000000
POL10996,01/12/2022,Health,North,Renewed,Individual,Agent,21,1,11671.01,216158.19,2,8808.11,3564.33,0,8,4,5,5,1,0,Winter,500000000
POL10995,01/12/2022,Motor,East,Active,Individual,Online,15,1,11084.56,114629.47,0,0,2246.84,0,9,6,1,6,4,0,Winter,500000000
POL10994,01/12/2022,Motor,South,Cancelled,SME,Agent,1,0,15663.36,196594.06,1,11260.39,5385.06,0,6,4,3,6,4,0,Winter,500000000
POL10993,01/12/2022,Motor,Central,Active,Individual,Agent,20,1,10559.57,129304.53,1,7819.36,2978.85,0,7,5,3,3,1,0,Winter,500000000
POL11010,01/12/2022,Motor,Central,Active,Individual,Online,62,1,21630.59,243068.74,2,17146.57,4977.2,0,5,5,5,1,2,0,Winter,500000000
POL10992,01/12/2022,Motor,Central,Active,Corporate,Online,43,1,24454.99,364719.14,1,18730.08,4974.14,0,8,8,1,3,2,0,Winter,500000000
POL11001,01/12/2022,Property,West,Active,Individual,Bancassurance,24,2,22802.45,664294.19,4,19954.42,4888.85,0,4,5,4,1,9,0,Winter,500000000
POL11011,01/12/2022,Health,West,Active,Individual,Online,8,0,23130.33,307294.56,0,0,3735.55,0,6,2,2,5,1,0,Winter,500000000
POL11021,01/12/2022,Property,West,Renewed,Individual,Agent,8,0,40184.71,866798.44,0,0,12843.03,0,6,3,2,3,7,0,Winter,500000000
POL11013,01/12/2022,Health,Central,Active,Individual,Agent,2,0,20400.39,386007.64,2,19123.33,7664.43,0,5,3,1,4,1,0,Winter,500000000
POL11032,01/12/2022,Fire,South,Active,Individual,Agent,2,0,41597.6,2270633.85,0,0,12733.03,0,4,3,3,4,5,0,Winter,500000000
POL11031,01/12/2022,Marine,Central,Active,SME,Direct,1,0,99379.35,2457773.5,0,0,18305.68,0,2,6,3,5,8,0,Winter,500000000
POL11030,01/12/2022,Health,West,Active,Individual,Online,20,0,18305.35,222734.19,0,0,3229.06,0,9,3,8,4,1,0,Winter,500000000
POL11029,01/12/2022,Marine,West,Active,SME,Bancassurance,1,0,89156.78,2746320.6,0,0,22913.29,0,8,7,6,3,5,0,Winter,500000000
POL11028,01/12/2022,Property,North,Active,Individual,Direct,1,0,29918.76,1022577.02,1,20281.93,6767.62,0,3,6,3,4,5,0,Winter,500000000
POL11027,01/12/2022,Marine,East,Active,SME,Direct,28,2,79674.65,3642720.31,1,45884.63,20978.34,0,6,9,8,3,7,0,Winter,500000000
POL11026,01/12/2022,Motor,South,Active,SME,Bancassurance,23,0,24457.11,234059.37,0,0,7640.4,0,5,1,1,2,3,0,Winter,500000000
POL11025,01/12/2022,Marine,Central,Active,Corporate,Agent,39,1,126212.18,5821106.46,3,68482.73,33219.05,0,7,5,5,6,2,0,Winter,500000000
POL11012,01/12/2022,Motor,North,Active,Individual,Direct,36,1,17965.81,199973.23,0,0,3663.23,0,6,5,3,8,3,0,Winter,500000000
POL11024,01/12/2022,Fire,South,Renewed,SME,Agent,15,1,64079.01,3012687.02,0,0,19319.82,0,3,1,5,4,6,0,Winter,500000000
POL11022,01/12/2022,Motor,East,Active,Individual,Bancassurance,54,3,14957.17,143225.08,1,13661.88,4069.85,0,6,2,4,3,2,0,Winter,500000000
POL11020,01/12/2022,Motor,East,Active,SME,Agent,1,0,23700.36,227417.48,1,17547.75,5986.71,0,7,3,4,6,2,0,Winter,500000000
POL11019,01/12/2022,Fire,South,Renewed,Individual,Bancassurance,7,0,27577.87,1539499.06,1,21706.54,7939.67,0,4,5,1,2,9,0,Winter,500000000
POL11018,01/12/2022,Health,Central,Active,SME,Direct,41,0,21121.2,302972.2,0,0,5565.44,0,7,8,4,4,2,0,Winter,500000000
POL11017,01/12/2022,Marine,Central,Active,SME,Online,62,1,84533.06,3687728.29,0,0,10854.04,0,3,6,8,6,8,0,Winter,500000000
POL11016,01/12/2022,Motor,South,Active,SME,Direct,72,3,17117.2,224015.77,2,13337.72,2750.73,1,8,1,5,2,3,1,Winter,500000000
POL11015,01/12/2022,Health,East,Active,Individual,Bancassurance,1,0,17222.29,178613.84,3,13648.66,4884.24,0,10,5,6,1,2,0,Winter,500000000
POL11014,01/12/2022,Motor,North,Lapsed,SME,Agent,8,0,22818.35,198251.89,5,15906.67,6599.07,0,7,6,1,6,1,0,Winter,500000000
POL11023,01/12/2022,Health,East,Active,Individual,Agent,51,4,18239.88,238995.95,1,15637.05,6099.42,0,6,6,1,4,2,0,Winter,500000000
POL10991,01/12/2022,Marine,North,Active,SME,Bancassurance,14,1,67411.6,2906550.19,3,34231.61,14736.18,0,2,10,4,4,3,0,Winter,500000000
POL10989,01/12/2022,Fire,Central,Active,Individual,Online,20,1,39001.73,2133622.84,4,28869.08,5752.76,0,5,6,6,6,5,0,Winter,500000000
POL10988,01/12/2022,Motor,Central,Active,SME,Direct,2,0,17978.78,157310.51,3,16331.92,4692.46,0,7,2,6,8,3,0,Winter,500000000
POL10965,01/12/2022,Travel,East,Active,Individual,Agent,16,1,4213.58,213231.43,2,3046.42,1347.5,0,4,4,4,5,8,0,Winter,500000000
POL10964,01/12/2022,Motor,North,Active,Individual,Bancassurance,41,2,18785.2,188973.57,2,15779.57,5594.23,0,3,2,2,4,2,0,Winter,500000000
POL10963,01/12/2022,Motor,Central,Active,Individual,Agent,3,0,16770.66,217228.18,0,0,5279.4,0,6,1,7,6,1,0,Winter,500000000
POL10962,01/12/2022,Motor,Central,Active,Individual,Agent,16,0,15798.78,150306.36,1,13300.99,4418.92,0,9,4,3,4,2,0,Winter,500000000
POL10961,01/12/2022,Motor,Central,Lapsed,SME,Direct,1,0,14994.35,220995.2,1,10921.88,3052.85,0,6,1,1,6,2,0,Winter,500000000
POL10960,01/12/2022,Health,South,Active,SME,Agent,24,1,29981.78,460339.38,1,25097.75,9423.27,0,7,2,2,3,1,0,Winter,500000000
POL10958,01/12/2022,Fire,Central,Renewed,Individual,Direct,6,0,28983.85,1529206.09,1,19326.43,6811.2,0,6,1,8,9,9,0,Winter,500000000
POL10957,01/12/2022,Motor,West,Renewed,SME,Agent,40,2,20899.3,228802.23,2,18142.68,5481.89,0,3,5,3,3,3,0,Winter,500000000
POL10956,01/12/2022,Motor,North,Active,Individual,Bancassurance,35,0,12486.26,137473.07,1,12531.21,3316.35,0,7,4,1,7,3,0,Winter,500000000
POL10955,01/12/2022,Property,North,Active,Individual,Bancassurance,30,2,38757.42,980136.36,1,27079.81,8964.59,0,6,6,3,5,5,0,Winter,500000000
POL10954,01/12/2022,Marine,Central,Active,Corporate,Agent,26,0,134306.56,3524219.49,3,110252.26,29735.47,0,10,10,7,4,1,0,Winter,500000000
POL10953,01/12/2022,Property,North,Lapsed,Individual,Online,3,0,25682.48,968086.33,2,20055.45,4294.11,0,3,4,8,2,6,0,Winter,500000000
POL10952,01/12/2022,Motor,East,Renewed,Individual,Bancassurance,3,0,20662.08,300828.57,1,17651.61,5729.59,0,6,5,5,2,3,0,Winter,500000000
POL10951,01/12/2022,Health,West,Active,Individual,Bancassurance,19,1,21333.08,217216.41,1,18139.52,5294.87,0,7,4,3,4,2,0,Winter,500000000
POL10950,01/12/2022,Travel,Central,Renewed,SME,Bancassurance,44,2,6926.75,656942.44,2,3074.09,1826.58,0,1,2,1,1,3,0,Winter,500000000
POL10949,01/12/2022,Property,Central,Active,Corporate,Agent,23,1,84135.22,2021371.55,1,60922.31,26393.22,0,4,3,2,1,10,0,Winter,500000000
POL10990,01/12/2022,Property,East,Active,Individual,Agent,17,1,23359.38,769187.97,1,11703.05,7075.56,0,6,8,2,1,5,0,Winter,500000000
POL10966,01/12/2022,Motor,North,Active,Individual,Direct,42,1,15164.58,165266.56,1,12447.09,3487.85,0,6,2,2,4,2,0,Winter,500000000
POL10967,01/12/2022,Health,East,Active,SME,Bancassurance,1,0,33260.06,593783.05,1,30572.65,8105.48,0,4,6,5,4,1,0,Winter,500000000
POL10959,01/12/2022,Motor,North,Active,Individual,Online,4,0,9664.79,143887.6,1,7640.98,1748.36,0,6,3,2,2,3,0,Winter,500000000
POL10969,01/12/2022,Fire,North,Renewed,Individual,Bancassurance,5,0,46521.47,1581851.71,1,31592.73,9429.9,0,3,1,3,7,8,0,Winter,500000000
POL10968,01/12/2022,Health,East,Active,SME,Bancassurance,31,0,31011.34,528392.65,2,25646.38,7169.82,0,5,4,5,3,1,0,Winter,500000000
POL10986,01/12/2022,Property,Central,Active,SME,Agent,10,0,46237.09,1458852,0,0,12636.6,0,2,8,3,1,6,0,Winter,500000000
POL10985,01/12/2022,Motor,Central,Active,Individual,Agent,4,0,17924.99,220097.04,0,0,6236.1,0,6,3,2,5,2,0,Winter,500000000
POL10984,01/12/2022,Marine,Central,Active,Individual,Bancassurance,21,1,49487.98,2159975.66,1,32835.27,13579.5,0,7,7,6,3,8,0,Winter,500000000
POL10983,01/12/2022,Motor,Central,Lapsed,Individual,Bancassurance,22,1,16227.38,185100.54,2,15106.07,5726.64,0,3,2,1,4,1,0,Winter,500000000
POL10982,01/12/2022,Motor,West,Active,Individual,Agent,52,0,10237.05,143977.61,1,7163.89,2877.63,0,9,2,1,7,3,0,Winter,500000000
POL10981,01/12/2022,Motor,North,Active,SME,Bancassurance,72,0,23990.48,345538.71,1,18784.55,6482.23,0,9,3,6,2,2,0,Winter,500000000
POL10980,01/12/2022,Motor,North,Active,Individual,Online,72,2,17653.11,238374.05,2,13271.61,2118.37,0,8,1,3,6,2,0,Winter,500000000
POL10979,01/12/2022,Health,Central,Renewed,SME,Online,3,0,22350.36,323260.86,1,16152.61,4195.16,0,9,1,5,5,1,0,Winter,500000000
POL10987,01/12/2022,Health,East,Active,SME,Direct,3,0,31179.67,396606.36,3,25773.12,6843.94,0,6,4,8,7,3,0,Winter,500000000
POL10977,01/12/2022,Property,East,Active,Individual,Bancassurance,28,1,39842.73,1582394.94,3,31161,11940.87,0,1,7,6,2,10,0,Winter,500000000
POL10978,01/12/2022,Property,West,Renewed,Individual,Direct,12,1,23698.11,564023.74,1,14060.09,6237.34,0,3,1,2,3,7,0,Winter,500000000
POL10971,01/12/2022,Motor,South,Renewed,Corporate,Agent,33,2,36289.09,343857.76,0,0,11231.47,0,3,3,4,3,1,0,Winter,500000000
POL10972,01/12/2022,Motor,North,Active,SME,Online,24,1,19529.24,166529.47,1,17691.54,2454.83,0,6,4,4,3,3,0,Winter,500000000
POL10973,01/12/2022,Health,East,Active,SME,Agent,7,0,33141.94,454002.67,0,0,9601.22,0,5,4,5,4,1,0,Winter,500000000
POL10970,01/12/2022,Property,East,Active,Individual,Direct,28,1,44890.08,1726002.51,1,36464.21,11586.13,0,3,7,4,4,9,0,Winter,500000000
POL10975,01/12/2022,Motor,Central,Renewed,Corporate,Agent,10,0,19375.66,186930.46,1,13586.21,6297.09,0,7,6,2,4,2,0,Winter,500000000
POL10976,01/12/2022,Motor,South,Renewed,Individual,Bancassurance,58,2,14300.98,179986.97,1,10441.15,3702.52,0,9,4,3,6,1,0,Winter,500000000
POL10974,01/12/2022,Fire,North,Lapsed,SME,Agent,3,0,49860.62,2826512.33,2,34259.23,13213.06,0,9,3,1,10,5,0,Winter,500000000
POL11085,01/01/2023,Motor,East,Active,Individual,Agent,43,3,12850.71,145318.22,3,10682.8,4317.84,0,5,6,3,3,4,0,Winter,500000000
POL11090,01/01/2023,Motor,Central,Cancelled,Corporate,Bancassurance,20,1,29517.87,272726.51,4,27067.89,7987.54,0,5,1,1,2,2,0,Winter,500000000
POL11089,01/01/2023,Motor,South,Active,SME,Direct,3,0,24835.69,243454.29,2,22344.67,4892.63,0,3,5,6,6,3,0,Winter,500000000
POL11088,01/01/2023,Motor,North,Renewed,SME,Online,56,0,21453.93,226596.49,1,19006.04,3814.51,0,3,3,1,6,1,0,Winter,500000000
POL11087,01/01/2023,Travel,South,Active,Individual,Bancassurance,13,1,4704.06,372266.95,3,3497.94,1132.74,0,4,5,3,2,3,0,Winter,500000000
POL11091,01/01/2023,Property,South,Active,SME,Bancassurance,3,0,39317.02,1074382.49,1,25937.44,8138.62,0,4,6,4,1,7,0,Winter,500000000
POL11086,01/01/2023,Health,North,Active,SME,Agent,1,0,13460.53,228912.7,1,12586.94,4594.08,0,9,6,3,3,1,0,Winter,500000000
POL11084,01/01/2023,Health,East,Active,Individual,Direct,6,0,32104.41,623823.38,1,29279.22,7024.44,0,9,5,7,3,1,0,Winter,500000000
POL11079,01/01/2023,Motor,West,Active,Individual,Agent,1,0,17113.16,169516.52,1,10889.1,5804.78,0,3,3,3,5,1,0,Winter,500000000
POL11082,01/01/2023,Health,Central,Renewed,SME,Direct,4,0,28726.12,294276.15,2,24368.37,5897.47,0,8,1,5,5,1,0,Winter,500000000
POL11081,01/01/2023,Motor,West,Active,Individual,Bancassurance,18,1,20662.69,231216.24,1,14912.26,5859.94,0,10,2,4,2,3,0,Winter,500000000
